INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	52 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	16 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	20 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth. ; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2017	13	At least 14 weeks	C	Country Data	G	Global	52 weeks.; 34 weeks are unpaid; Duration: a single parental leave system provides 52 weeks, which may be shared between the parents. The mother may take six weeks of pre-natal leave. Level of benefit: 18 weeks paid at the federal minimum wage level (AUD $672.60 pera week as of April 2017). A newborn upfront payment and newborn supplement is also paid to parents eligible for the family tax benefit.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	16 weeks.; The benefit provided by the Social Security Fund is equivalent to the percentage of the woman’s previous earnings on which social security contributions have been paid. The employer is mandated to cover the difference between this amount and the woman’s earnings gained just before maternity leave.; Up to a ceiling.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth. ; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	10.8 weeks.; 2.2 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	16 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	15 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	60	Bermuda	BMU	-64.78155012	32.27881922	Europe and Northern America	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.; 10 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	52 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	17.2 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	96	Brunei Darussalam	BRN	114.6288563	4.49736984	Eastern and South-Eastern Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	9 weeks.; 1 week is unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	58.5 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	854	Burkina Faso	BFA	-1.742843829	12.27491081	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	8.6 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	124	Canada	CAN	-101.6575058	57.72360191	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	15 weeks.; Duration of maternity leave depends on the province. In Quebec there is a choice of benefits: maternity benefits are 70% of covered earnings paid for 18 weeks or 75% of covered earnings for 15 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	140	Central African Republic	CAF	20.93559492	7.003720791	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	148	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	344	China, Hong Kong Special Administrative Region	HKG	114.0266445	22.41749934	Eastern and South-Eastern Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	10 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	174	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	178	Congo	COG	15.22052612	-0.840544119	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	15 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	17.2 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	384	Côte d'Ivoire	CIV	-5.552690016	7.62211586	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	30 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	28 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	180	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	262	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	212	Dominica	DMA	-61.3493756	15.43391378	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	17.2 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2017	13	At least 14 weeks	C	Country Data	G	Global	16 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	226	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	232	Eritrea	ERI	38.11074289	16.12894644	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	8.6 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	20 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.; 10 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	242	Fiji	FJI	177.9660884	-17.83301566	Oceania, exc. Australia and New Zealand	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	21 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	16 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth. ; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	26 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	104.4 weeks.; 78 weeks are unpaid.; Maternity leave is extended in case of complications arising from pregnancy or childbirth. ; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; If the worker is not entitled to social security benefits, the employer shall cover the full cost of benefit.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	288	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth. ; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	17 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	308	Grenada	GRD	-61.68248568	12.11238395	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	831	Guernsey	GGY	-2.200712402	49.71561166	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	324	Guinea	GIN	-11.28173419	11.00210343	Sub-Saharan Africa	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	8.6 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	328	Guyana	GUY	-58.97322037	4.788012784	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.; 6 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	340	Honduras	HND	-86.59974381	14.82243161	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	24 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	26 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	39 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	368	Iraq	IRQ	43.76606267	33.05013795	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of complications arising from pregnancy or childbirth. ; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	42 weeks.; 16 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	833	Isle of Man	IMN	-4.538190305	54.22880901	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	52 weeks.; 13 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	376	Israel	ISR	34.62277992	31.06164552	Northern Africa and Western Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	26 weeks.; 12 weeks are unpaid.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	21.6 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean	2017	12	Less than 14 weeks	C	Country Data	G	Global	8 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	392	Japan	JPN	139.2716103	36.6554539	Eastern and South-Eastern Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	14 weeks.; Maternity leave is extended in case of multiple births.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	832	Jersey	JEY	-2.136773508	49.22353354	Europe and Northern America	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	12	Less than 14 weeks	C	Country Data	G	Global	10 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	2017	13	At least 14 weeks	C	Country Data	G	Global	18 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	404	Kenya	KEN	37.86096816	0.534797278	Sub-Saharan Africa	2017	12	Less than 14 weeks	C	Country Data	G	Global	13 weeks.	2021	9400							True
QI.3	I79580982	Length of maternity leave	S79580982	Length of maternity leave	296	Kiribati	KIR	-157.5643005	1.768837732	Oceania, exc. Australia and New Zealand	2017	12	Less than 14 weeks	C	Country Data	G	Global	12 weeks.	2021	9400							True
