INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,TIME_PERIOD,VALUE_CATEGORY_DESC,NATURE,isLatestValue
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,508,Mozambique,MOZ,38.18479941,-14.27963886,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,516,Namibia,NAM,17.21907885,-22.13817068,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,52,Barbados,BRB,-59.5346489,13.13648273,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,585,Palau,PLW,134.5733878,7.502307591,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,591,Panama,PAN,-81.26616623,8.450965746,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,598,Papua New Guinea,PNG,145.8587761,-6.756057077,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,608,Philippines,PHL,120.8601418,14.16591706,Eastern and South-Eastern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,620,Portugal,PRT,-7.961599811,39.68509315,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,624,Guinea-Bissau,GNB,-14.40182514,12.11760394,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,626,Timor-Leste,TLS,125.9451052,-8.797497247,Eastern and South-Eastern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,630,Puerto Rico,PRI,-66.47591017,18.22753799,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,646,Rwanda,RWA,29.92310194,-1.999842114,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,659,Saint Kitts and Nevis,KNA,-62.76628613,17.33994219,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,662,Saint Lucia,LCA,-60.96529553,13.89405601,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,670,Saint Vincent and the Grenadines,VCT,-61.19024321,13.24627968,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,674,San Marino,SMR,12.46329038,43.93841766,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,678,Sao Tome and Principe,STP,6.609772265,0.241554875,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,682,Saudi Arabia,SAU,44.54763347,24.12594211,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,686,Senegal,SEN,-14.46636926,14.35920905,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,690,Seychelles,SYC,55.46561591,-4.678053059,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,694,Sierra Leone,SLE,-11.78306584,8.568604164,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,70,Bosnia and Herzegovina,BIH,17.78584332,44.16845548,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,702,Singapore,SGP,103.8107883,1.361009155,Eastern and South-Eastern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,706,Somalia,SOM,46.20367477,4.406485729,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,728,South Sudan,SSD,30.32618773,7.290839152,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,729,Sudan,SDN,29.95650159,16.02643066,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,740,Suriname,SUR,-55.90626394,4.132603197,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,748,Eswatini,SWZ,31.50149288,-26.56471011,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,762,Tajikistan,TJK,69.294998,38.43069666,Central and Southern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,776,Tonga,TON,-175.1959991,-21.19511329,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,780,Trinidad and Tobago,TTO,-61.29389504,10.41877263,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,784,United Arab Emirates,ARE,53.98279159,23.43322219,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,788,Tunisia,TUN,9.572737411,34.11439971,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,860,Uzbekistan,UZB,63.11944558,41.77560518,Central and Southern Asia,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,862,Venezuela (Bolivarian Republic of),VEN,-66.15642084,7.121324748,Latin America and the Caribbean,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,882,Samoa,WSM,-172.4430749,-13.61541469,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,894,Zambia,ZMB,27.850329,-14.59701056,Sub-Saharan Africa,G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,90,Solomon Islands,SLB,160.1584117,-9.622391719,"Oceania, exc. Australia and New Zealand",G,Global,2019,2020,The law guarantees the same inheritance rights,C,True
V.3q,b0e21aa2,Whether or not inheritance rights discriminate against women and girls,cfd91785,Whether or not inheritance rights discriminate against widows,96,Brunei Darussalam,BRN,114.6288563,4.49736984,Eastern and South-Eastern Asia,G,Global,2019,2020,The law does not guarantee the same inheritance rights,C,True
